S,E,I,R,N,A,C,D,H,L,Qi,Qa,S_0,E_0,I_0,R_0,N_0,A_0,C_0,D_0,H_0,L_0,Qi_0,Qa_0,S_1,E_1,I_1,R_1,N_1,A_1,C_1,D_1,H_1,L_1,Qi_1,Qa_1,S_2,E_2,I_2,R_2,N_2,A_2,C_2,D_2,H_2,L_2,Qi_2,Qa_2,S_3,E_3,I_3,R_3,N_3,A_3,C_3,D_3,H_3,L_3,Qi_3,Qa_3,S_4,E_4,I_4,R_4,N_4,A_4,C_4,D_4,H_4,L_4,Qi_4,Qa_4,S_5,E_5,I_5,R_5,N_5,A_5,C_5,D_5,H_5,L_5,Qi_5,Qa_5,S_6,E_6,I_6,R_6,N_6,A_6,C_6,D_6,H_6,L_6,Qi_6,Qa_6,S_7,E_7,I_7,R_7,N_7,A_7,C_7,D_7,H_7,L_7,Qi_7,Qa_7,S_8,E_8,I_8,R_8,N_8,A_8,C_8,D_8,H_8,L_8,Qi_8,Qa_8,S_9,E_9,I_9,R_9,N_9,A_9,C_9,D_9,H_9,L_9,Qi_9,Qa_9,S_10,E_10,I_10,R_10,N_10,A_10,C_10,D_10,H_10,L_10,Qi_10,Qa_10,S_11,E_11,I_11,R_11,N_11,A_11,C_11,D_11,H_11,L_11,Qi_11,Qa_11,S_12,E_12,I_12,R_12,N_12,A_12,C_12,D_12,H_12,L_12,Qi_12,Qa_12,S_13,E_13,I_13,R_13,N_13,A_13,C_13,D_13,H_13,L_13,Qi_13,Qa_13,S_14,E_14,I_14,R_14,N_14,A_14,C_14,D_14,H_14,L_14,Qi_14,Qa_14,S_15,E_15,I_15,R_15,N_15,A_15,C_15,D_15,H_15,L_15,Qi_15,Qa_15,Ri,Ri_0,Ri_1,Ri_2,Ri_3,Ri_4,Ri_5,Ri_6,Ri_7,Ri_8,Ri_9,Ri_10,Ri_11,Ri_12,Ri_13,Ri_14,Ri_15,
3468569.647958,482.195788,39.520107,6490311.896187,9959888.683392,337.814715,40104.316608,0.000000,9.757657,3.252227,14.185740,124.665240,650614.077640,10.533221,0.267520,58363.891384,708999.962857,8.093587,0.037143,0.000000,0.000076,0.000025,0.099164,3.000265,619548.686764,15.739185,0.404338,77418.416853,696999.950135,12.081326,0.049865,0.000000,0.000114,0.000038,0.149658,4.471895,611027.396206,31.490264,0.726684,116906.719034,727999.632739,24.136579,0.367261,0.000000,0.030863,0.010287,0.265687,8.867422,461319.731760,97.851466,2.274320,326476.230821,787998.963086,74.682456,1.036914,0.000000,0.095143,0.031711,0.826564,27.270556,386286.917785,78.881141,2.065247,442541.056516,828992.229531,60.271982,6.770469,0.000000,0.082973,0.027655,0.756869,22.197018,238811.062282,59.390658,2.462910,579049.899016,817985.018115,44.639981,13.981885,0.000000,0.100974,0.033655,0.908697,16.553598,180882.174220,48.184522,3.578491,647936.267875,828919.409793,34.546628,79.590207,0.000000,0.505854,0.168601,1.308284,12.843920,117368.468229,37.727550,4.517398,682417.165569,799864.795069,25.242785,135.204931,0.000000,0.639496,0.213144,1.651162,9.382880,63959.429504,27.243143,4.485420,649646.998380,713663.678842,16.869715,335.321158,0.000000,0.761019,0.253647,1.630639,6.261022,51876.045129,24.904771,4.920868,584707.956641,636636.351937,14.527887,362.648063,0.000000,0.830532,0.276816,1.785507,5.380603,29008.389986,16.069573,3.434376,559560.287846,588602.668659,8.903305,1396.331341,0.000000,1.055575,0.351823,1.225001,3.302998,21143.858127,12.191017,3.099384,493365.983564,514535.709035,6.208064,1464.290965,0.000000,0.955949,0.318618,1.106745,2.306185,16680.232459,9.303346,2.946343,400761.682764,417461.666764,3.910010,4537.333236,0.000000,1.103572,0.367821,1.034816,1.453453,4215.875080,3.029435,1.212089,318217.775735,322439.117294,0.977345,4560.882706,0.000000,0.456793,0.152249,0.426524,0.364295,1421.700578,1.195336,0.382281,227466.716142,228891.064137,0.345610,8108.935863,0.000000,0.471649,0.157201,0.123861,0.128681,14405.602212,8.461159,2.742437,325474.848047,339898.465397,2.377455,19101.534603,0.000000,2.667073,0.888936,0.886563,0.880450,1593496.659746,1867.608549,2507.414242,3463.312751,9778.977708,14855.306218,30671.412771,63383.373280,107667.166445,142579.970754,154199.654627,167851.091326,176018.725773,186317.131855,187279.269724,141735.216867,203321.026857,
3468534.636371,454.854095,37.266030,6490403.895972,9959888.462085,318.655310,40104.537915,0.000000,9.194580,3.064553,13.374045,117.585683,650613.317064,9.932004,0.252225,58365.908825,708999.962855,7.630847,0.037145,0.000000,0.000072,0.000024,0.093482,2.828337,619547.549259,14.841776,0.381260,77421.428485,696999.950132,11.391758,0.049868,0.000000,0.000108,0.000036,0.141107,4.216379,611025.101454,29.712443,0.685696,116912.709690,727999.632703,22.775190,0.367297,0.000000,0.029139,0.009712,0.250732,8.368358,461312.543085,92.381507,2.147444,326494.749075,787998.962974,70.516325,1.037026,0.000000,0.089903,0.029965,0.780623,25.755013,386281.176590,74.421249,1.948456,442556.085235,828992.229097,56.863564,6.770903,0.000000,0.078290,0.026094,0.714064,20.941650,238806.771312,56.003115,2.322152,579061.276166,817985.017587,42.088676,13.982413,0.000000,0.095164,0.031718,0.856597,15.604406,180878.702082,45.427556,3.373219,647945.526976,828919.407603,32.564658,79.592397,0.000000,0.476516,0.158823,1.232916,12.103680,117365.747652,35.570734,4.258476,682424.418910,799864.792300,23.795732,135.207700,0.000000,0.602354,0.200764,1.556090,8.842354,63957.460719,25.689681,4.229063,649652.233518,713663.673769,15.905385,335.326231,0.000000,0.716927,0.238952,1.537045,5.901431,51874.240908,23.488789,4.640571,584712.736931,636636.346400,13.700248,362.653600,0.000000,0.782652,0.260858,1.683441,5.072861,29007.227607,15.154260,3.238338,559563.377233,588602.655115,8.394926,1396.344885,0.000000,0.994500,0.331467,1.154794,3.113457,21142.977575,11.495431,2.922114,493368.331704,514535.696771,5.852858,1464.303229,0.000000,0.900436,0.300115,1.043157,2.173495,16679.560965,8.772071,2.777686,400763.453491,417461.635002,3.686065,4537.364998,0.000000,1.039683,0.346526,0.975322,1.369718,4215.656873,2.856014,1.142491,318218.352358,322439.104150,0.921185,4560.895850,0.000000,0.430141,0.143366,0.401892,0.343196,1421.614281,1.127095,0.360411,227466.942509,228891.052298,0.325806,8108.947702,0.000000,0.444203,0.148053,0.116750,0.121244,14404.988948,7.980371,2.586428,325476.364866,339898.343329,2.242088,19101.656671,0.000000,2.514493,0.838081,0.836033,0.830103,1593507.227501,1867.673106,2507.511783,3463.491042,9779.534860,14855.812647,30672.017807,63384.291112,107668.325150,142581.134181,154200.930039,167852.031967,176019.575200,186317.958515,187279.610221,141735.359753,203321.970116,
3468501.606497,429.066050,35.141221,6490490.672166,9959888.253511,300.584851,40104.746489,0.000000,8.664396,2.887843,12.609127,110.909203,650612.599743,9.365250,0.237809,58367.810867,708999.962853,7.194685,0.037147,0.000000,0.000067,0.000022,0.088126,2.666306,619546.476447,13.995689,0.359503,77424.268185,696999.950129,10.741663,0.049871,0.000000,0.000102,0.000034,0.133046,3.975495,611022.936436,28.034823,0.647014,116918.362619,727999.632668,21.490392,0.367332,0.000000,0.027511,0.009169,0.236616,7.897258,461305.757830,87.215853,2.027604,326512.235148,787998.962868,66.581236,1.037132,0.000000,0.084948,0.028313,0.737215,24.323034,386275.759831,70.213674,1.838274,442570.264063,828992.228688,53.648002,6.771312,0.000000,0.073871,0.024621,0.673680,19.757294,238802.724114,52.809707,2.189482,579072.002613,817985.017090,39.683985,13.982910,0.000000,0.089689,0.029893,0.807503,14.709996,180875.427563,42.829313,3.179808,647954.254321,828919.405540,30.697224,79.594460,0.000000,0.448896,0.149617,1.161929,11.406485,117363.181793,33.537979,4.014503,682431.255963,799864.789692,22.432249,135.210308,0.000000,0.567394,0.189112,1.466544,8.333266,63955.603691,24.225275,3.987454,649657.169041,713663.668990,14.996550,335.331010,0.000000,0.675424,0.225119,1.448871,5.562683,51872.538907,22.153652,4.376326,584717.244611,636636.341182,12.920014,362.658818,0.000000,0.737563,0.245830,1.587253,4.782857,29006.131148,14.291352,3.053563,559566.289966,588602.642354,7.915770,1396.357646,0.000000,0.937008,0.312305,1.088647,2.934899,21142.147014,10.839767,2.755057,493370.545269,514535.685218,5.518130,1464.314782,0.000000,0.848198,0.282704,0.983260,2.048524,16678.927613,8.271325,2.618757,400765.122641,417461.605077,3.475049,4537.394923,0.000000,0.979545,0.326482,0.919284,1.290863,4215.451074,2.692599,1.076928,318218.895771,322439.091772,0.868285,4560.908228,0.000000,0.405074,0.135011,0.378702,0.323338,1421.532881,1.062777,0.339804,227467.155855,228891.041147,0.307147,8108.958853,0.000000,0.418387,0.139448,0.110051,0.114245,14404.410412,7.527014,2.439336,325477.795232,339898.228243,2.114471,19101.771757,0.000000,2.370719,0.790161,0.788400,0.782659,1593517.191430,1867.733971,2507.603755,3463.659284,9780.060962,14856.290438,30672.588237,63385.156214,107669.417328,142582.230992,154202.132687,167852.918785,176020.375912,186318.737740,187279.931101,141735.494411,203322.859611,
3468470.446020,404.743095,33.138205,6490572.522164,9959888.056930,283.541264,40104.943070,0.000000,8.165148,2.721444,11.888262,104.612771,650611.923210,8.830973,0.224220,58369.604139,708999.962851,6.783566,0.037149,0.000000,0.000064,0.000021,0.083079,2.513601,619545.464638,13.197980,0.338990,77426.945797,696999.950126,10.128775,0.049874,0.000000,0.000096,0.000032,0.125446,3.748405,611020.893818,26.451775,0.610508,116923.696806,727999.632636,20.277898,0.367364,0.000000,0.025972,0.008657,0.223291,7.452568,461299.353420,82.337700,1.914414,326528.746211,787998.962768,62.864491,1.037232,0.000000,0.080263,0.026752,0.696203,22.970067,386270.649164,66.244131,1.734325,442583.641085,828992.228301,50.614380,6.771699,0.000000,0.069700,0.023231,0.635580,18.639937,238798.906796,49.799236,2.064433,579082.115784,817985.016621,37.417420,13.983379,0.000000,0.084532,0.028175,0.761241,13.867179,180872.339373,40.380575,2.997564,647962.480682,828919.403596,28.937642,79.596404,0.000000,0.422893,0.140950,1.095064,10.749803,117360.761823,31.622085,3.784608,682437.700812,799864.787236,21.147459,135.212764,0.000000,0.534487,0.178145,1.382198,7.853764,63953.852058,22.844780,3.759737,649661.822223,713663.664487,14.139983,335.335513,0.000000,0.636353,0.212096,1.365799,5.243555,51870.933322,20.894713,4.127204,584721.495320,636636.336265,12.184446,362.663735,0.000000,0.695101,0.231677,1.496600,4.509557,29005.096861,13.477825,2.879397,559569.036223,588602.630330,7.464139,1396.369670,0.000000,0.882885,0.294266,1.026322,2.766677,21141.363598,10.221714,2.597618,493372.632038,514535.674335,5.202684,1464.325665,0.000000,0.799036,0.266319,0.926835,1.930813,16678.330230,7.799337,2.468989,400766.696094,417461.576883,3.276206,4537.423117,0.000000,0.922933,0.307613,0.866497,1.216597,4215.256976,2.538604,1.015163,318219.407910,322439.080116,0.818452,4560.919884,0.000000,0.381497,0.127153,0.356868,0.304646,1421.456098,1.002155,0.320385,227467.356938,228891.030645,0.289568,8108.969355,0.000000,0.394102,0.131354,0.103742,0.107656,14403.864635,7.099513,2.300649,325479.144103,339898.119735,1.994156,19101.880265,0.000000,2.235234,0.745004,0.743497,0.737948,1593526.586259,1867.791355,2507.690478,3463.818040,9780.557733,14856.741211,30673.126051,63385.971639,107670.446827,142583.265030,154203.266749,167853.754884,176021.130727,186319.472278,187280.233508,141735.621322,203323.698425,
3468441.049002,381.801743,31.249945,6490649.726366,9959887.871645,267.466026,40105.128355,0.000000,7.694999,2.564743,11.208886,98.674679,650611.285137,8.327303,0.211411,58371.294891,708999.962849,6.396045,0.037151,0.000000,0.000060,0.000020,0.078322,2.369681,619544.510354,12.445873,0.319652,77429.470597,696999.950123,9.550959,0.049877,0.000000,0.000090,0.000030,0.118281,3.534316,611018.966681,24.957986,0.576058,116928.730172,727999.632606,19.133657,0.367394,0.000000,0.024519,0.008172,0.210714,7.032819,461293.308538,77.731159,1.807508,326544.336297,787998.962674,59.354081,1.037326,0.000000,0.075833,0.025275,0.657456,21.691803,386265.827281,62.499144,1.636258,442596.261664,828992.227936,47.752399,6.772064,0.000000,0.065765,0.021919,0.599636,17.585788,238795.306262,46.961154,1.946563,579091.650939,817985.016179,35.280988,13.983821,0.000000,0.079673,0.026555,0.717646,13.072953,180869.426867,38.072667,2.825837,647970.235034,828919.401765,27.279619,79.598235,0.000000,0.398410,0.132790,1.032080,10.131250,117358.479417,29.816274,3.567970,682443.776128,799864.784921,19.936771,135.215079,0.000000,0.503510,0.167820,1.302747,7.402104,63952.199821,21.543348,3.545106,649666.209331,713663.660245,13.332648,335.339755,0.000000,0.599570,0.199837,1.287529,4.942893,51869.418681,19.707595,3.892334,584725.503794,636636.331630,11.490967,362.668370,0.000000,0.655111,0.218348,1.411161,4.251987,29004.121213,12.710829,2.715225,559571.625587,588602.619001,7.038436,1396.380999,0.000000,0.831930,0.277282,0.967595,2.608185,21140.624643,9.639094,2.449237,493374.599333,514535.664083,4.905398,1464.335917,0.000000,0.752765,0.250897,0.873678,1.819934,16677.766768,7.354440,2.327848,400768.179382,417461.550318,3.088825,4537.449682,0.000000,0.869636,0.289850,0.816770,1.146650,4215.073911,2.393480,0.956971,318219.890594,322439.069137,0.771507,4560.930863,0.000000,0.359317,0.119760,0.336307,0.287050,1421.383671,0.945014,0.302084,227467.546473,228891.020751,0.273004,8108.979249,0.000000,0.371255,0.123739,0.097798,0.101453,14403.349757,6.696383,2.169882,325480.416149,339898.017427,1.880722,19101.982573,0.000000,2.107555,0.702448,0.701166,0.695812,1593535.444697,1867.845458,2507.772251,3463.967845,9781.026800,14857.166495,30673.633125,63386.740261,107671.417274,142584.239914,154204.336159,167854.543187,176021.842298,186320.164713,187280.518517,141735.740936,203324.489464,
3468413.315522,360.163285,29.469813,6490722.549146,9959887.696998,252.303961,40105.303002,0.000000,7.252221,2.417165,10.568586,93.074464,650610.683331,7.852476,0.199337,58372.889010,708999.962848,6.030759,0.037152,0.000000,0.000056,0.000019,0.073839,2.234039,619543.610316,11.736753,0.301420,77431.851332,696999.950121,9.006203,0.049879,0.000000,0.000085,0.000028,0.111526,3.332485,611017.148498,23.548438,0.543548,116933.479636,727999.632577,18.053845,0.367423,0.000000,0.023147,0.007715,0.198843,6.636623,461287.603056,73.381209,1.706540,326559.056473,787998.962585,56.038646,1.037415,0.000000,0.071645,0.023879,0.620849,20.484166,386261.277857,58.966004,1.543740,442608.168598,828992.227592,45.052343,6.772408,0.000000,0.062051,0.020682,0.565725,16.591275,238791.910163,44.285526,1.835457,579100.641295,817985.015762,33.267166,13.984238,0.000000,0.075095,0.025029,0.676563,12.324496,180866.680015,35.897421,2.664015,647977.544657,828919.400040,25.717239,79.599960,0.000000,0.375358,0.125107,0.972748,9.548589,117356.326728,28.114169,3.363817,682449.503260,799864.782741,18.795868,135.217259,0.000000,0.474349,0.158101,1.227902,6.976649,63950.641324,20.316416,3.342800,649670.345683,713663.656248,12.571689,335.343752,0.000000,0.564938,0.188294,1.213781,4.659615,51867.989823,18.588175,3.670893,584729.283914,636636.327262,10.837148,362.672738,0.000000,0.617445,0.205794,1.330633,4.009232,29003.200872,11.987684,2.560468,559574.067086,588602.608325,6.637156,1396.391675,0.000000,0.783953,0.261291,0.912255,2.458851,21139.927618,9.089859,2.309388,493376.454048,514535.654424,4.625214,1464.345576,0.000000,0.709212,0.236380,0.823597,1.715485,16677.235293,6.935065,2.194830,400769.577716,417461.525286,2.912239,4537.474714,0.000000,0.819456,0.273125,0.769923,1.080765,4214.901249,2.256710,0.902145,318220.345536,322439.058797,0.727278,4560.941203,0.000000,0.338449,0.112805,0.316946,0.270484,1421.315351,0.891152,0.284837,227467.725130,228891.011431,0.257395,8108.988569,0.000000,0.349756,0.116574,0.092198,0.095612,14402.864028,6.316227,2.046579,325481.615772,339897.920961,1.773771,19102.079039,0.000000,1.987225,0.662342,0.661258,0.656100,1593543.797557,1867.896469,2507.849358,3464.109201,9781.469696,14857.567731,30674.111225,63387.464787,107672.332081,142585.159051,154205.344624,167855.286447,176022.513124,186320.817480,187280.787140,141735.853679,203325.235464,
3468387.151329,339.753515,27.791572,6490791.239781,9959887.532373,238.003052,40105.467627,0.000000,6.835195,2.278171,9.965093,87.792837,650610.115725,7.404833,0.187956,58374.392043,708999.962846,5.686427,0.037154,0.000000,0.000053,0.000018,0.069614,2.106197,619542.761431,11.068156,0.284231,77434.096243,696999.950118,8.492610,0.049882,0.000000,0.000080,0.000027,0.105159,3.142209,611015.433109,22.218395,0.512868,116937.961173,727999.632549,17.034850,0.367451,0.000000,0.021851,0.007283,0.187638,6.262666,461282.217966,69.273654,1.611183,326572.955002,787998.962500,52.907447,1.037500,0.000000,0.067686,0.022560,0.586267,19.343295,386256.985486,55.632716,1.456456,442619.402262,828992.227268,42.505045,6.772732,0.000000,0.058547,0.019514,0.533733,15.653023,238788.706860,41.762998,1.730725,579109.118146,817985.015369,31.368866,13.984631,0.000000,0.070782,0.023592,0.637845,11.619147,180864.089359,33.847150,2.511520,647984.435239,828919.398415,24.244930,79.601585,0.000000,0.353652,0.117872,0.916854,8.999711,117354.296359,26.509763,3.171422,682454.902308,799864.780687,17.720689,135.219313,0.000000,0.446895,0.148950,1.157393,6.575859,63949.171237,19.159689,3.152106,649674.245708,713663.652481,11.854417,335.347519,0.000000,0.532329,0.177425,1.144291,4.392704,51866.641881,17.532570,3.462108,584732.848758,636636.323145,10.220704,362.676855,0.000000,0.581966,0.193969,1.254729,3.780429,29002.332694,11.305864,2.414580,559576.369219,588602.598264,6.258887,1396.401736,0.000000,0.738777,0.246234,0.860104,2.318140,21139.270139,8.572080,2.177576,493378.202677,514535.645323,4.361138,1464.354677,0.000000,0.668214,0.222716,0.776412,1.617087,16676.733986,6.539734,2.069464,400770.896000,417461.501698,2.745818,4537.498302,0.000000,0.772207,0.257377,0.725787,1.018703,4214.738397,2.127809,0.850485,318220.774346,322439.049056,0.685607,4560.950944,0.000000,0.318814,0.106261,0.298711,0.254886,1421.250905,0.840379,0.268582,227467.893540,228891.002650,0.242687,8108.997350,0.000000,0.329524,0.109830,0.086921,0.090112,14402.405795,5.957726,1.930312,325482.747118,339897.830002,1.672930,19102.169998,0.000000,1.873817,0.624543,0.623634,0.618670,1593551.673863,1867.944566,2507.922066,3464.242583,9781.887875,14857.946280,30674.562015,63388.147763,107673.194463,142586.025652,154206.295637,167855.987255,176023.145556,186321.432868,187281.040330,141735.959949,203325.939004,
3468362.467522,320.502470,26.209346,6490856.033313,9959887.377190,224.514256,40105.622810,0.000000,6.442398,2.147251,9.396270,82.811615,650609.580369,6.982808,0.177227,58375.809218,708999.962844,5.361839,0.037156,0.000000,0.000050,0.000017,0.065631,1.985703,619541.960784,10.437757,0.268025,77436.213103,696999.950116,8.008391,0.049884,0.000000,0.000076,0.000025,0.099155,2.962824,611013.814703,20.963385,0.483917,116942.189860,727999.632524,16.073259,0.367476,0.000000,0.020626,0.006875,0.177062,5.909710,461277.135324,65.395073,1.521127,326586.077490,787998.962420,49.950325,1.037580,0.000000,0.063943,0.021312,0.553599,18.265539,386252.935638,52.487969,1.374110,442630.000745,828992.226961,40.101859,6.773039,0.000000,0.055240,0.018412,0.503550,14.767850,238785.685376,39.384756,1.631998,579117.110974,817985.014999,29.579417,13.985001,0.000000,0.066718,0.022237,0.601357,10.954404,180861.645988,31.914616,2.367809,647990.930969,828919.396883,22.857453,79.603117,0.000000,0.333213,0.111060,0.864197,8.482637,117352.381337,24.997405,2.990101,682459.992200,799864.778752,16.707409,135.221248,0.000000,0.421048,0.140335,1.090967,6.198287,63947.784530,18.069120,2.972351,649677.922995,713663.648932,11.178302,335.351068,0.000000,0.501624,0.167191,1.078809,4.141202,51865.370264,16.537120,3.265251,584736.210650,636636.319265,9.639482,362.680735,0.000000,0.548547,0.182831,1.183182,3.564768,29001.513718,10.662989,2.277049,559578.539994,588602.588784,5.902296,1396.411216,0.000000,0.696235,0.232055,0.810957,2.185545,21138.649955,8.083941,2.053332,493379.851331,514535.636749,4.112235,1464.363251,0.000000,0.629617,0.209851,0.731953,1.524384,16676.261128,6.167058,1.951304,400772.138852,417461.479469,2.588971,4537.520531,0.000000,0.727714,0.242547,0.684202,0.960239,4214.584797,2.006317,0.801808,318221.178542,322439.039881,0.646344,4560.960119,0.000000,0.300337,0.100102,0.281538,0.240199,1421.190113,0.792515,0.253261,227468.052298,228890.994377,0.228826,8109.005623,0.000000,0.310483,0.103484,0.081949,0.084932,14401.973498,5.619641,1.820676,325483.814092,339897.744233,1.577848,19102.255767,0.000000,1.766926,0.588917,0.588161,0.583390,1593559.100959,1867.989915,2507.990627,3464.368441,9782.282708,14858.303425,30674.987064,63388.791591,107674.007445,142586.842738,154207.192489,167856.648052,176023.741809,186322.013037,187281.278981,141736.060124,203326.602512,
3468339.180246,302.344189,24.717603,6490917.151366,9959887.230901,211.791331,40105.769099,0.000000,6.072400,2.023931,8.860107,78.113658,650609.075425,6.584929,0.167113,58377.145460,708999.962843,5.055857,0.037157,0.000000,0.000047,0.000016,0.061877,1.872134,619541.205628,9.843368,0.252746,77438.209236,696999.950114,7.551862,0.049886,0.000000,0.000071,0.000024,0.093495,2.793706,611012.287797,19.779185,0.456598,116946.179932,727999.632499,15.165853,0.367501,0.000000,0.019470,0.006489,0.167080,5.576583,461272.338184,61.732781,1.436081,326598.467035,787998.962345,47.157678,1.037655,0.000000,0.060405,0.020133,0.522739,17.247443,386249.114602,49.521091,1.296422,442639.999981,828992.226672,37.834627,6.773328,0.000000,0.052120,0.017372,0.475075,13.932754,238782.835364,37.142497,1.538929,579124.647558,817985.014650,27.892534,13.985350,0.000000,0.062889,0.020961,0.566967,10.327911,180859.341498,30.093007,2.232373,647997.054628,828919.395440,21.549875,79.604560,0.000000,0.313966,0.104645,0.814588,7.995503,117350.575090,23.571771,2.819211,682464.790761,799864.776929,15.752432,135.223071,0.000000,0.396711,0.132224,1.028383,5.842571,63946.476463,17.040898,2.802903,649681.390344,713663.645588,10.540960,335.354412,0.000000,0.472709,0.157554,1.017101,3.904209,51864.170644,15.598379,3.079634,584739.381203,636636.315607,9.091455,362.684393,0.000000,0.517065,0.172338,1.115740,3.361487,29000.741149,10.056822,2.147392,559580.586953,588602.579848,5.566129,1396.420152,0.000000,0.656171,0.218702,0.764639,2.060594,21138.064946,7.623731,1.936219,493381.405767,514535.628669,3.877625,1464.371331,0.000000,0.593278,0.197740,0.690061,1.437042,16675.815102,5.815728,1.839933,400773.310621,417461.458521,2.441141,4537.541479,0.000000,0.685815,0.228582,0.645020,0.905161,4214.439920,1.891806,0.755938,318221.559549,322439.031237,0.609347,4560.968763,0.000000,0.282947,0.094306,0.265362,0.226368,1421.132767,0.747393,0.238820,227468.201962,228890.986582,0.215762,8109.013418,0.000000,0.292560,0.097510,0.077264,0.080054,14401.565668,5.300803,1.717290,325484.820375,339897.663355,1.488193,19102.336645,0.000000,1.666175,0.555336,0.554716,0.550136,1593566.104606,1868.032674,2508.055278,3464.487198,9782.655490,14858.640378,30675.387849,63389.398528,107674.773877,142587.613159,154208.038280,167857.271139,176024.303967,186322.560015,187281.503937,141736.154556,203327.228279,
3468317.210402,285.216478,23.311134,6490974.802920,9959887.092992,199.790681,40105.907008,0.000000,5.723858,1.907762,8.354713,73.682806,650608.599161,6.209807,0.157579,58378.405412,708999.962842,4.767410,0.037158,0.000000,0.000045,0.000015,0.058339,1.765089,619540.493372,9.282924,0.238341,77440.091547,696999.950112,7.121435,0.049888,0.000000,0.000067,0.000022,0.088160,2.634267,611010.847219,18.661810,0.430818,116949.944825,727999.632476,14.309588,0.367524,0.000000,0.018379,0.006126,0.157660,5.262177,461267.810547,58.274790,1.355767,326610.164361,787998.962274,44.520424,1.037726,0.000000,0.057061,0.019018,0.493589,16.285736,386245.509445,46.722013,1.223129,442649.433870,828992.226400,35.695653,6.773600,0.000000,0.049176,0.016391,0.448211,13.144901,238780.147067,35.028403,1.451193,579131.754071,817985.014321,26.302300,13.985679,0.000000,0.059280,0.019758,0.534556,9.737451,180857.167971,28.375908,2.104731,648002.827669,828919.394081,20.317556,79.605919,0.000000,0.295841,0.098604,0.767848,7.536558,117348.871418,22.227851,2.658147,682469.314779,799864.775211,14.852373,135.224789,0.000000,0.373795,0.124586,0.969417,5.507432,63945.242566,16.071436,2.643165,649684.659813,713663.642436,9.940150,335.357564,0.000000,0.445479,0.148478,0.958948,3.680878,51863.038937,14.713098,2.904612,584742.371359,636636.312159,8.574715,362.687841,0.000000,0.487406,0.162453,1.052163,3.169868,29000.012351,9.485251,2.025155,559582.517200,588602.571427,5.249208,1396.428573,0.000000,0.618439,0.206126,0.720984,1.942841,21137.513112,7.189842,1.825824,493382.871407,514535.621056,3.656477,1464.378944,0.000000,0.559063,0.186336,0.650584,1.354747,16675.394379,5.484511,1.734957,400774.415402,417461.438779,2.301805,4537.561221,0.000000,0.646355,0.215430,0.608099,0.853271,4214.303270,1.783870,0.712711,318221.918710,322439.023093,0.574485,4560.976907,0.000000,0.266579,0.088851,0.250124,0.213343,1421.078671,0.704854,0.225207,227468.343059,228890.979236,0.203450,8109.020764,0.000000,0.275687,0.091887,0.072850,0.075459,14401.180917,5.000109,1.619797,325485.769438,339897.587088,1.403652,19102.412912,0.000000,1.571206,0.523683,0.523181,0.518789,1593572.709074,1868.072992,2508.116242,3464.599254,9783.007448,14858.958280,30675.765762,63389.970703,107675.496443,142588.339594,154208.835932,167857.858680,176024.833996,186323.075717,187281.715992,141736.243578,203327.818461,
3468296.483380,269.060699,21.985030,6491029.185031,9959886.962979,188.471198,40106.037021,0.000000,5.395507,1.798323,7.878306,69.503828,650608.149943,5.856134,0.148591,58379.593447,708999.962840,4.495487,0.037160,0.000000,0.000042,0.000014,0.055005,1.664192,619539.821571,8.754481,0.224758,77441.866544,696999.950110,6.715611,0.049890,0.000000,0.000063,0.000021,0.083129,2.483952,611009.488087,17.607499,0.406491,116953.497222,727999.632455,13.501593,0.367545,0.000000,0.017348,0.005782,0.148769,4.965447,461263.537308,55.009770,1.279924,326621.207946,787998.962207,42.029979,1.037793,0.000000,0.053900,0.017965,0.466054,15.377326,386242.107964,44.081240,1.153982,442658.334395,828992.226142,33.677677,6.773858,0.000000,0.046399,0.015465,0.422867,12.401618,238777.611286,33.035107,1.368481,579138.455174,817985.014011,24.803141,13.985989,0.000000,0.055880,0.018625,0.504007,9.180934,180855.117938,26.757278,1.984430,648008.270296,828919.392800,19.156125,79.607200,0.000000,0.278771,0.092914,0.723809,7.104152,117347.264481,20.960926,2.506338,682473.580063,799864.773592,14.004045,135.226408,0.000000,0.352216,0.117394,0.913858,5.191665,63944.078624,15.157353,2.492577,649687.742760,713663.639466,9.373762,335.360534,0.000000,0.419833,0.139930,0.904143,3.470414,51861.971292,13.878218,2.739577,584745.191430,636636.308909,8.087463,362.691091,0.000000,0.459464,0.153140,0.992230,2.989236,28999.324841,8.946290,1.909909,559584.337430,588602.563490,4.950420,1396.436510,0.000000,0.582899,0.194280,0.679838,1.831864,21136.992566,6.780757,1.721758,493384.253357,514535.613882,3.448014,1464.386118,0.000000,0.526844,0.175597,0.613383,1.277202,16674.997522,5.172248,1.636005,400775.457050,417461.420172,2.170470,4537.579828,0.000000,0.609189,0.203043,0.573308,0.804381,4214.174378,1.682128,0.671975,318222.257288,322439.015420,0.541632,4560.984580,0.000000,0.251172,0.083716,0.235771,0.201076,1421.027640,0.664748,0.212375,227468.476083,228890.972314,0.191845,8109.027686,0.000000,0.259802,0.086592,0.068689,0.071131,14400.817939,4.716523,1.527857,325486.664547,339897.515168,1.323934,19102.484832,0.000000,1.481684,0.493845,0.493447,0.489239,1593578.937233,1868.111008,2508.173731,3464.704985,9783.339737,14859.258209,30676.122115,63390.510121,107676.177670,142589.024571,154209.588198,167858.412717,176025.333742,186323.561943,187281.915892,141736.327502,203328.375092,
